start_sent,sentences,entities
13,"“I know 
what 11 happen if that owl’s let out.” 

 He exchanged dark looks with his wife, Petunia. 

 Harry tried to argue back but his words were drowned 
by a long, loud belch from the Dursleys’ son, Dudley. 

","['Dudley', 'Petunia', 'Harry']"
14,"He exchanged dark looks with his wife, Petunia. 

 Harry tried to argue back but his words were drowned 
by a long, loud belch from the Dursleys’ son, Dudley. 

 Page | 2 Harry Potter and the Chamber of Secrets - J.K. Rowling 



“I want more bacon.” 



","['Dudley', 'Petunia', 'Harry', 'Harry Potter']"
15,"Harry tried to argue back but his words were drowned 
by a long, loud belch from the Dursleys’ son, Dudley. 

 Page | 2 Harry Potter and the Chamber of Secrets - J.K. Rowling 



“I want more bacon.” 



 “There’s more in the frying pan, sweetums,” said Aunt 
Petunia, turning misty eyes on her massive son.","['Dudley', 'Petunia', 'Harry', 'Harry Potter']"
16,"Page | 2 Harry Potter and the Chamber of Secrets - J.K. Rowling 



“I want more bacon.” 



 “There’s more in the frying pan, sweetums,” said Aunt 
Petunia, turning misty eyes on her massive son. “We 
must build you up while we’ve got the chance.","['Petunia', 'Harry Potter']"
17,"“There’s more in the frying pan, sweetums,” said Aunt 
Petunia, turning misty eyes on her massive son. “We 
must build you up while we’ve got the chance. ...",['Petunia']
19,"... I 
don’t like the sound of that school food. ...” 

“Nonsense, Petunia, I never went hungry when / was 
at Smeltings,” said Uncle Vernon heartily.","['Smeltings', 'Petunia', 'Uncle', 'Vernon']"
20,"I 
don’t like the sound of that school food. ...” 

“Nonsense, Petunia, I never went hungry when / was 
at Smeltings,” said Uncle Vernon heartily. “Dudley 
gets enough, don’t you, son?” 

Dudley, who was so large his bottom drooped over 
either side of the kitchen chair, grinned and turned to 
Harry. 

","['Vernon', 'Dudley', 'Harry', 'Uncle', 'Smeltings', 'Petunia']"
21,"...” 

“Nonsense, Petunia, I never went hungry when / was 
at Smeltings,” said Uncle Vernon heartily. “Dudley 
gets enough, don’t you, son?” 

Dudley, who was so large his bottom drooped over 
either side of the kitchen chair, grinned and turned to 
Harry. 

 “Pass the frying pan.” 

","['Vernon', 'Dudley', 'Harry', 'Uncle', 'Smeltings', 'Petunia']"
22,"“Dudley 
gets enough, don’t you, son?” 

Dudley, who was so large his bottom drooped over 
either side of the kitchen chair, grinned and turned to 
Harry. 

 “Pass the frying pan.” 

 “You’ve forgotten the magic word,” said Harry 
irritably. 

","['Dudley', 'Harry', 'magic']"
23,"“Pass the frying pan.” 

 “You’ve forgotten the magic word,” said Harry 
irritably. 

 The effect of this simple sentence on the rest of the 
family was incredible: Dudley gasped and fell off his 
chair with a crash that shook the whole kitchen; Mrs. 
Dursley gave a small scream and clapped her hands 
to her mouth; Mr. Dursley jumped to his feet, veins 
throbbing in his temples. 

","['Harry', 'Dudley', 'magic']"
24,"“You’ve forgotten the magic word,” said Harry 
irritably. 

 The effect of this simple sentence on the rest of the 
family was incredible: Dudley gasped and fell off his 
chair with a crash that shook the whole kitchen; Mrs. 
Dursley gave a small scream and clapped her hands 
to her mouth; Mr. Dursley jumped to his feet, veins 
throbbing in his temples. 

 “I meant ‘please’!” said Harry quickly.","['Harry', 'Dudley', 'magic']"
25,"The effect of this simple sentence on the rest of the 
family was incredible: Dudley gasped and fell off his 
chair with a crash that shook the whole kitchen; Mrs. 
Dursley gave a small scream and clapped her hands 
to her mouth; Mr. Dursley jumped to his feet, veins 
throbbing in his temples. 

 “I meant ‘please’!” said Harry quickly. “I didn’t mean 



“WHAT HAVE I TOLD YOU,” thundered his uncle, 
spraying spit over the table, “ABOUT SAYING THE ‘M’ 
WORD IN OUR HOUSE?” 

","['uncle', 'Dudley', 'Harry']"
26,"“I meant ‘please’!” said Harry quickly. “I didn’t mean 



“WHAT HAVE I TOLD YOU,” thundered his uncle, 
spraying spit over the table, “ABOUT SAYING THE ‘M’ 
WORD IN OUR HOUSE?” 

 “But I — ” 

“HOW DARE YOU THREATEN DUDLEY!” roared 
Uncle Vernon, pounding the table with his fist. 



","['DUDLEY', 'Harry', 'Uncle', 'uncle', 'Vernon']"
27,"“I didn’t mean 



“WHAT HAVE I TOLD YOU,” thundered his uncle, 
spraying spit over the table, “ABOUT SAYING THE ‘M’ 
WORD IN OUR HOUSE?” 

 “But I — ” 

“HOW DARE YOU THREATEN DUDLEY!” roared 
Uncle Vernon, pounding the table with his fist. 



 Page | 3 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I just — ” 



“I WARNED YOU!","['DUDLEY', 'Uncle', 'Harry Potter', 'uncle', 'Vernon']"
28,"“But I — ” 

“HOW DARE YOU THREATEN DUDLEY!” roared 
Uncle Vernon, pounding the table with his fist. 



 Page | 3 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I just — ” 



“I WARNED YOU! I WILL NOT TOLERATE MENTION 
OF YOUR ABNORMALITY UNDER THIS ROOF!” 

","['Vernon', 'Uncle', 'Harry Potter', 'DUDLEY']"
29,"Page | 3 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I just — ” 



“I WARNED YOU! I WILL NOT TOLERATE MENTION 
OF YOUR ABNORMALITY UNDER THIS ROOF!” 

 Harry stared from his purple-faced uncle to his pale 
aunt, who was trying to heave Dudley to his feet. 

","['uncle', 'Dudley', 'Harry', 'Harry Potter']"
30,"I WILL NOT TOLERATE MENTION 
OF YOUR ABNORMALITY UNDER THIS ROOF!” 

 Harry stared from his purple-faced uncle to his pale 
aunt, who was trying to heave Dudley to his feet. 

 “All right,” said Harry, “all right ...” 

","['uncle', 'Dudley', 'Harry']"
31,"Harry stared from his purple-faced uncle to his pale 
aunt, who was trying to heave Dudley to his feet. 

 “All right,” said Harry, “all right ...” 

 Uncle Vernon sat back down, breathing like a winded 
rhinoceros and watching Harry closely out of the 
corners of his small, sharp eyes. 

","['Dudley', 'Harry', 'Uncle', 'uncle', 'Vernon']"
32,"“All right,” said Harry, “all right ...” 

 Uncle Vernon sat back down, breathing like a winded 
rhinoceros and watching Harry closely out of the 
corners of his small, sharp eyes. 

 Ever since Harry had come home for the summer 
holidays, Uncle Vernon had been treating him like a 
bomb that might go off at any moment, because Harry 
Potter wasn’t a normal boy.","['Vernon', 'Harry', 'Uncle']"
33,"Uncle Vernon sat back down, breathing like a winded 
rhinoceros and watching Harry closely out of the 
corners of his small, sharp eyes. 

 Ever since Harry had come home for the summer 
holidays, Uncle Vernon had been treating him like a 
bomb that might go off at any moment, because Harry 
Potter wasn’t a normal boy. As a matter of fact, he 
was as not normal as it is possible to be. 

","['Vernon', 'Harry', 'Uncle']"
34,"Ever since Harry had come home for the summer 
holidays, Uncle Vernon had been treating him like a 
bomb that might go off at any moment, because Harry 
Potter wasn’t a normal boy. As a matter of fact, he 
was as not normal as it is possible to be. 

 Harry Potter was a wizard — a wizard fresh from his 
first year at Hogwarts School of Witchcraft and 
Wizardry.","['Vernon', 'Harry', 'Uncle', 'Harry Potter']"
35,"As a matter of fact, he 
was as not normal as it is possible to be. 

 Harry Potter was a wizard — a wizard fresh from his 
first year at Hogwarts School of Witchcraft and 
Wizardry. And if the Dursleys were unhappy to have 
him back for the holidays, it was nothing to how 
Harry felt. 

","['Harry', 'Harry Potter']"
36,"Harry Potter was a wizard — a wizard fresh from his 
first year at Hogwarts School of Witchcraft and 
Wizardry. And if the Dursleys were unhappy to have 
him back for the holidays, it was nothing to how 
Harry felt. 

 He missed Hogwarts so much it was like having a 
constant stomachache.","['Harry', 'Harry Potter']"
37,"And if the Dursleys were unhappy to have 
him back for the holidays, it was nothing to how 
Harry felt. 

 He missed Hogwarts so much it was like having a 
constant stomachache. He missed the castle, with its 
secret passageways and ghosts, his classes (though 
perhaps not Snape, the Potions master), the mail 
arriving by owl, eating banquets in the Great Hall, 
sleeping in his four-poster bed in the tower dormitory, 
visiting the gamekeeper, Hagrid, in his cabin next to 
the Forbidden Forest in the grounds, and, especially, 
Quidditch, the most popular sport in the wizarding 
world (six tall goal posts, four flying balls, and 
fourteen players on broomsticks). 



","['Forest', 'Snape', 'Hagrid', 'Harry', 'Hall', 'tall', 'Forbidden']"
38,"He missed Hogwarts so much it was like having a 
constant stomachache. He missed the castle, with its 
secret passageways and ghosts, his classes (though 
perhaps not Snape, the Potions master), the mail 
arriving by owl, eating banquets in the Great Hall, 
sleeping in his four-poster bed in the tower dormitory, 
visiting the gamekeeper, Hagrid, in his cabin next to 
the Forbidden Forest in the grounds, and, especially, 
Quidditch, the most popular sport in the wizarding 
world (six tall goal posts, four flying balls, and 
fourteen players on broomsticks). 



 Page | 4 Harry Potter and the Chamber of Secrets - J.K. Rowling 




All Harry’s spellbooks, his wand, robes, cauldron, and 
top-of-the-line Nimbus Two Thousand broomstick had 
been locked in a cupboard under the stairs by Uncle 
Vernon the instant Harry had come home.","['Forest', 'Snape', 'Hagrid', 'Harry', 'Hall', 'Harry Potter', 'tall', 'Uncle', 'Forbidden', 'Vernon']"
39,"He missed the castle, with its 
secret passageways and ghosts, his classes (though 
perhaps not Snape, the Potions master), the mail 
arriving by owl, eating banquets in the Great Hall, 
sleeping in his four-poster bed in the tower dormitory, 
visiting the gamekeeper, Hagrid, in his cabin next to 
the Forbidden Forest in the grounds, and, especially, 
Quidditch, the most popular sport in the wizarding 
world (six tall goal posts, four flying balls, and 
fourteen players on broomsticks). 



 Page | 4 Harry Potter and the Chamber of Secrets - J.K. Rowling 




All Harry’s spellbooks, his wand, robes, cauldron, and 
top-of-the-line Nimbus Two Thousand broomstick had 
been locked in a cupboard under the stairs by Uncle 
Vernon the instant Harry had come home. What did 
the Dursleys care if Harry lost his place on the House 
Quidditch team because he hadn’t practiced all 
summer?","['Forest', 'Snape', 'Hagrid', 'Harry', 'Hall', 'Harry Potter', 'tall', 'Uncle', 'Forbidden', 'Vernon']"
40,"Page | 4 Harry Potter and the Chamber of Secrets - J.K. Rowling 




All Harry’s spellbooks, his wand, robes, cauldron, and 
top-of-the-line Nimbus Two Thousand broomstick had 
been locked in a cupboard under the stairs by Uncle 
Vernon the instant Harry had come home. What did 
the Dursleys care if Harry lost his place on the House 
Quidditch team because he hadn’t practiced all 
summer? What was it to the Dursleys if Harry went 
back to school without any of his homework done? 

","['Vernon', 'Harry', 'Uncle', 'Harry Potter']"
41,"What did 
the Dursleys care if Harry lost his place on the House 
Quidditch team because he hadn’t practiced all 
summer? What was it to the Dursleys if Harry went 
back to school without any of his homework done? 

 The Dursleys were what wizards called Muggles (not a 
drop of magical blood in their veins), and as far as 
they were concerned, having a wizard in the family 
was a matter of deepest shame.",['Harry']
42,"What was it to the Dursleys if Harry went 
back to school without any of his homework done? 

 The Dursleys were what wizards called Muggles (not a 
drop of magical blood in their veins), and as far as 
they were concerned, having a wizard in the family 
was a matter of deepest shame. Uncle Vernon had 
even padlocked Harry’s owl, Hedwig, inside her cage, 
to stop her from carrying messages to anyone in the 
wizarding world. 

","['Vernon', 'Harry', 'Uncle', 'Hedwig']"
43,"The Dursleys were what wizards called Muggles (not a 
drop of magical blood in their veins), and as far as 
they were concerned, having a wizard in the family 
was a matter of deepest shame. Uncle Vernon had 
even padlocked Harry’s owl, Hedwig, inside her cage, 
to stop her from carrying messages to anyone in the 
wizarding world. 

 Harry looked nothing like the rest of the family.","['Vernon', 'Harry', 'Uncle', 'Hedwig']"
44,"Uncle Vernon had 
even padlocked Harry’s owl, Hedwig, inside her cage, 
to stop her from carrying messages to anyone in the 
wizarding world. 

 Harry looked nothing like the rest of the family. Uncle 
Vernon was large and neckless, with an enormous 
black mustache; Aunt Petunia was horse-faced and 
bony; Dudley was blond, pink, and porky.","['Hedwig', 'black', 'Dudley', 'Harry', 'Uncle', 'Vernon', 'Petunia']"
45,"Harry looked nothing like the rest of the family. Uncle 
Vernon was large and neckless, with an enormous 
black mustache; Aunt Petunia was horse-faced and 
bony; Dudley was blond, pink, and porky. Harry, on 
the other hand, was small and skinny, with brilliant 
green eyes and jet-black hair that was always untidy. 
","['black', 'Dudley', 'Harry', 'Uncle', 'Vernon', 'Petunia']"
46,"Uncle 
Vernon was large and neckless, with an enormous 
black mustache; Aunt Petunia was horse-faced and 
bony; Dudley was blond, pink, and porky. Harry, on 
the other hand, was small and skinny, with brilliant 
green eyes and jet-black hair that was always untidy. 
 He wore round glasses, and on his forehead was a 
thin, lightning-shaped scar. 

","['black', 'Dudley', 'Harry', 'Uncle', 'Vernon', 'Petunia']"
47,"Harry, on 
the other hand, was small and skinny, with brilliant 
green eyes and jet-black hair that was always untidy. 
 He wore round glasses, and on his forehead was a 
thin, lightning-shaped scar. 

 It was this scar that made Harry so particularly 
unusual, even for a wizard.","['Harry', 'black']"
48,"He wore round glasses, and on his forehead was a 
thin, lightning-shaped scar. 

 It was this scar that made Harry so particularly 
unusual, even for a wizard. This scar was the only 
hint of Harry’s very mysterious past, of the reason he 
had been left on the Dursleys’ doorstep eleven years 
before. 

",['Harry']
49,"It was this scar that made Harry so particularly 
unusual, even for a wizard. This scar was the only 
hint of Harry’s very mysterious past, of the reason he 
had been left on the Dursleys’ doorstep eleven years 
before. 

 At the age of one year old, Harry had somehow 
survived a curse from the greatest Dark sorcerer of all 
time, Lord Voldemort, whose name most witches and 
wizards still feared to speak.","['Voldemort', 'Lord', 'Harry']"
50,"This scar was the only 
hint of Harry’s very mysterious past, of the reason he 
had been left on the Dursleys’ doorstep eleven years 
before. 

 At the age of one year old, Harry had somehow 
survived a curse from the greatest Dark sorcerer of all 
time, Lord Voldemort, whose name most witches and 
wizards still feared to speak. Harry’s parents had died 
in Voldemort’s attack, but Harry had escaped with his 
lightning scar, and somehow — nobody understood 
why — Voldemort’s powers had been destroyed the 
instant he had failed to kill Harry. 

","['Voldemort', 'Lord', 'Harry']"
51,"At the age of one year old, Harry had somehow 
survived a curse from the greatest Dark sorcerer of all 
time, Lord Voldemort, whose name most witches and 
wizards still feared to speak. Harry’s parents had died 
in Voldemort’s attack, but Harry had escaped with his 
lightning scar, and somehow — nobody understood 
why — Voldemort’s powers had been destroyed the 
instant he had failed to kill Harry. 

 Page | 5 Harry Potter and the Chamber of Secrets - J.K. Rowling 




","['Voldemort', 'Lord', 'Harry', 'Harry Potter']"
52,"Harry’s parents had died 
in Voldemort’s attack, but Harry had escaped with his 
lightning scar, and somehow — nobody understood 
why — Voldemort’s powers had been destroyed the 
instant he had failed to kill Harry. 

 Page | 5 Harry Potter and the Chamber of Secrets - J.K. Rowling 




 So Harry had been brought up by his dead mother’s 
sister and her husband.","['Voldemort', 'Harry', 'Harry Potter']"
53,"Page | 5 Harry Potter and the Chamber of Secrets - J.K. Rowling 




 So Harry had been brought up by his dead mother’s 
sister and her husband. He had spent ten years with 
the Dursleys, never understanding why he kept 
making odd things happen without meaning to, 
believing the Dursleys’ story that he had got his scar 
in the car crash that had killed his parents. 

","['Harry', 'Harry Potter']"
54,"So Harry had been brought up by his dead mother’s 
sister and her husband. He had spent ten years with 
the Dursleys, never understanding why he kept 
making odd things happen without meaning to, 
believing the Dursleys’ story that he had got his scar 
in the car crash that had killed his parents. 

 And then, exactly a year ago, Hogwarts had written to 
Harry, and the whole story had come out.",['Harry']
55,"He had spent ten years with 
the Dursleys, never understanding why he kept 
making odd things happen without meaning to, 
believing the Dursleys’ story that he had got his scar 
in the car crash that had killed his parents. 

 And then, exactly a year ago, Hogwarts had written to 
Harry, and the whole story had come out. Harry had 
taken up his place at wizard school, where he and his 
scar were famous . . .",['Harry']
56,"And then, exactly a year ago, Hogwarts had written to 
Harry, and the whole story had come out. Harry had 
taken up his place at wizard school, where he and his 
scar were famous . . . but now the school year was 
over, and he was back with the Dursleys for the 
summer, back to being treated like a dog that had 
rolled in something smelly. 

",['Harry']
57,"Harry had 
taken up his place at wizard school, where he and his 
scar were famous . . . but now the school year was 
over, and he was back with the Dursleys for the 
summer, back to being treated like a dog that had 
rolled in something smelly. 

 The Dursleys hadn’t even remembered that today 
happened to be Harry’s twelfth birthday.",['Harry']
58,"but now the school year was 
over, and he was back with the Dursleys for the 
summer, back to being treated like a dog that had 
rolled in something smelly. 

 The Dursleys hadn’t even remembered that today 
happened to be Harry’s twelfth birthday. Of course, 
his hopes hadn’t been high; they’d never given him a 
real present, let alone a cake — but to ignore it 
completely ... 

",['Harry']
59,"The Dursleys hadn’t even remembered that today 
happened to be Harry’s twelfth birthday. Of course, 
his hopes hadn’t been high; they’d never given him a 
real present, let alone a cake — but to ignore it 
completely ... 

 At that moment, Uncle Vernon cleared his throat 
importantly and said, “Now, as we all know, today is a 
very important day.” 

","['day', 'Vernon', 'Harry', 'Uncle']"
60,"Of course, 
his hopes hadn’t been high; they’d never given him a 
real present, let alone a cake — but to ignore it 
completely ... 

 At that moment, Uncle Vernon cleared his throat 
importantly and said, “Now, as we all know, today is a 
very important day.” 

 Harry looked up, hardly daring to believe it. 

","['day', 'Vernon', 'Harry', 'Uncle']"
61,"At that moment, Uncle Vernon cleared his throat 
importantly and said, “Now, as we all know, today is a 
very important day.” 

 Harry looked up, hardly daring to believe it. 

 “This could well be the day I make the biggest deal of 
my career,” said Uncle Vernon. 

","['day', 'Vernon', 'Harry', 'Uncle']"
62,"Harry looked up, hardly daring to believe it. 

 “This could well be the day I make the biggest deal of 
my career,” said Uncle Vernon. 

 Harry went back to his toast.","['day', 'Vernon', 'Harry', 'Uncle']"
63,"“This could well be the day I make the biggest deal of 
my career,” said Uncle Vernon. 

 Harry went back to his toast. Of course, he thought 
bitterly, Uncle Vernon was talking about the stupid 
dinner party.","['day', 'Vernon', 'Harry', 'Uncle']"
64,"Harry went back to his toast. Of course, he thought 
bitterly, Uncle Vernon was talking about the stupid 
dinner party. He’d been talking of nothing else for two 
weeks.","['Vernon', 'Harry', 'Uncle']"
65,"Of course, he thought 
bitterly, Uncle Vernon was talking about the stupid 
dinner party. He’d been talking of nothing else for two 
weeks. Some rich builder and his wife were coming to 
dinner and Uncle Vernon was hoping to get a huge 
order from him (Uncle Vernon’s company made drills). 



","['rich', 'Vernon', 'Uncle']"
66,"He’d been talking of nothing else for two 
weeks. Some rich builder and his wife were coming to 
dinner and Uncle Vernon was hoping to get a huge 
order from him (Uncle Vernon’s company made drills). 



 Page | 6 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I think we should run through the schedule one 
more time,” said Uncle Vernon.","['rich', 'Vernon', 'Uncle', 'Harry Potter']"
67,"Some rich builder and his wife were coming to 
dinner and Uncle Vernon was hoping to get a huge 
order from him (Uncle Vernon’s company made drills). 



 Page | 6 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I think we should run through the schedule one 
more time,” said Uncle Vernon. “We should all be in 
position at eight o’clock.","['rich', 'Vernon', 'Uncle', 'Harry Potter']"
68,"Page | 6 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I think we should run through the schedule one 
more time,” said Uncle Vernon. “We should all be in 
position at eight o’clock. Petunia, you will be — ?” 

","['Vernon', 'Petunia', 'Uncle', 'Harry Potter']"
69,"“We should all be in 
position at eight o’clock. Petunia, you will be — ?” 

 “In the lounge,” said Aunt Petunia promptly, “waiting 
to welcome them graciously to our home.” 

",['Petunia']
70,"Petunia, you will be — ?” 

 “In the lounge,” said Aunt Petunia promptly, “waiting 
to welcome them graciously to our home.” 

 “Good, good.",['Petunia']
71,"“In the lounge,” said Aunt Petunia promptly, “waiting 
to welcome them graciously to our home.” 

 “Good, good. And Dudley?” 

“I’ll be waiting to open the door.”","['Dudley', 'Petunia']"
72,"“Good, good. And Dudley?” 

“I’ll be waiting to open the door.” Dudley put on a 
foul, simpering smile.",['Dudley']
73,"And Dudley?” 

“I’ll be waiting to open the door.” Dudley put on a 
foul, simpering smile. “May I take your coats, Mr. and 
Mrs. Mason?” 

“They’ll love him!” cried Aunt Petunia rapturously. 

","['Dudley', 'Petunia', 'Mason']"
74,"Dudley put on a 
foul, simpering smile. “May I take your coats, Mr. and 
Mrs. Mason?” 

“They’ll love him!” cried Aunt Petunia rapturously. 

 “Excellent, Dudley,” said Uncle Vernon.","['Dudley', 'Uncle', 'Mason', 'Vernon', 'Petunia']"
75,"“May I take your coats, Mr. and 
Mrs. Mason?” 

“They’ll love him!” cried Aunt Petunia rapturously. 

 “Excellent, Dudley,” said Uncle Vernon. Then he 
rounded on Harry.","['Dudley', 'Harry', 'Uncle', 'Mason', 'Vernon', 'Petunia']"
76,"“Excellent, Dudley,” said Uncle Vernon. Then he 
rounded on Harry. “And you?” 

“I’ll be in my bedroom, making no noise and 
pretending I’m not there,” said Harry tonelessly. 

","['Dudley', 'Vernon', 'Harry', 'Uncle']"
77,"Then he 
rounded on Harry. “And you?” 

“I’ll be in my bedroom, making no noise and 
pretending I’m not there,” said Harry tonelessly. 

 “Exactly,” said Uncle Vernon nastily.","['Vernon', 'Harry', 'Uncle']"
78,"“And you?” 

“I’ll be in my bedroom, making no noise and 
pretending I’m not there,” said Harry tonelessly. 

 “Exactly,” said Uncle Vernon nastily. “I will lead them 
into the lounge, introduce you, Petunia, and pour 
them drinks.","['Vernon', 'Petunia', 'Harry', 'Uncle']"
79,"“Exactly,” said Uncle Vernon nastily. “I will lead them 
into the lounge, introduce you, Petunia, and pour 
them drinks. At eight-fifteen — ” 

“I’ll announce dinner,” said Aunt Petunia. 

","['Vernon', 'Petunia', 'Uncle']"
80,"“I will lead them 
into the lounge, introduce you, Petunia, and pour 
them drinks. At eight-fifteen — ” 

“I’ll announce dinner,” said Aunt Petunia. 

 “And, Dudley, you 11 say — ” 

“May I take you through to the dining room, Mrs. 
Mason?” said Dudley, offering his fat arm to an 
invisible woman. 

","['Dudley', 'Petunia', 'Mason']"
81,"At eight-fifteen — ” 

“I’ll announce dinner,” said Aunt Petunia. 

 “And, Dudley, you 11 say — ” 

“May I take you through to the dining room, Mrs. 
Mason?” said Dudley, offering his fat arm to an 
invisible woman. 

 “My perfect little gentleman!” sniffed Aunt Petunia. 

","['Dudley', 'Petunia', 'Mason']"
82,"“And, Dudley, you 11 say — ” 

“May I take you through to the dining room, Mrs. 
Mason?” said Dudley, offering his fat arm to an 
invisible woman. 

 “My perfect little gentleman!” sniffed Aunt Petunia. 

 “And you?” said Uncle Vernon viciously to Harry. 

","['Dudley', 'Harry', 'Uncle', 'Mason', 'Vernon', 'Petunia']"
83,"“My perfect little gentleman!” sniffed Aunt Petunia. 

 “And you?” said Uncle Vernon viciously to Harry. 

 “I’ll be in my room, making no noise and pretending 
I’m not there,” said Harry dully. 

","['Vernon', 'Petunia', 'Harry', 'Uncle']"
84,"“And you?” said Uncle Vernon viciously to Harry. 

 “I’ll be in my room, making no noise and pretending 
I’m not there,” said Harry dully. 

 Page | 7 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“Precisely.","['Vernon', 'Harry', 'Uncle', 'Harry Potter']"
85,"“I’ll be in my room, making no noise and pretending 
I’m not there,” said Harry dully. 

 Page | 7 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“Precisely. Now, we should aim to get in a few good 
compliments at dinner.","['Harry', 'Harry Potter']"
86,"Page | 7 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“Precisely. Now, we should aim to get in a few good 
compliments at dinner. Petunia, any ideas?” 



","['Petunia', 'Harry Potter']"
87,"Now, we should aim to get in a few good 
compliments at dinner. Petunia, any ideas?” 



 “Vernon tells me you’re a wonderful golfer, Mr. 

Mason. ...","['Vernon', 'Petunia', 'Mason']"
88,"Petunia, any ideas?” 



 “Vernon tells me you’re a wonderful golfer, Mr. 

Mason. ... Do tell me where you bought your dress, 
Mrs. Mason. ...” 

","['Vernon', 'Petunia', 'Mason']"
89,"“Vernon tells me you’re a wonderful golfer, Mr. 

Mason. ... Do tell me where you bought your dress, 
Mrs. Mason. ...” 

 “Perfect ... Dudley?” 

“How about — ‘We had to write an essay about our 
hero at school, Mr. Mason, and I wrote about you.’ ” 

","['Dudley', 'Vernon', 'Mason']"
90,"Do tell me where you bought your dress, 
Mrs. Mason. ...” 

 “Perfect ... Dudley?” 

“How about — ‘We had to write an essay about our 
hero at school, Mr. Mason, and I wrote about you.’ ” 

 This was too much for both Aunt Petunia and Harry. 
","['Dudley', 'Harry', 'Petunia', 'Mason']"
91,"“Perfect ... Dudley?” 

“How about — ‘We had to write an essay about our 
hero at school, Mr. Mason, and I wrote about you.’ ” 

 This was too much for both Aunt Petunia and Harry. 
 Aunt Petunia burst into tears and hugged her son, 
while Harry ducked under the table so they wouldn’t 
see him laughing. 

","['Dudley', 'Harry', 'Petunia', 'Mason']"
92,"This was too much for both Aunt Petunia and Harry. 
 Aunt Petunia burst into tears and hugged her son, 
while Harry ducked under the table so they wouldn’t 
see him laughing. 

 “And you, boy?” 

Harry fought to keep his face straight as he emerged. 

","['face', 'Petunia', 'Harry']"
93,"Aunt Petunia burst into tears and hugged her son, 
while Harry ducked under the table so they wouldn’t 
see him laughing. 

 “And you, boy?” 

Harry fought to keep his face straight as he emerged. 

 “I’ll be in my room, making no noise and pretending 
I’m not there,” he said. 

","['face', 'Petunia', 'Harry']"
94,"“And you, boy?” 

Harry fought to keep his face straight as he emerged. 

 “I’ll be in my room, making no noise and pretending 
I’m not there,” he said. 

 “Too right, you will,” said Uncle Vernon forcefully. 

","['face', 'Vernon', 'Harry', 'Uncle']"
95,"“I’ll be in my room, making no noise and pretending 
I’m not there,” he said. 

 “Too right, you will,” said Uncle Vernon forcefully. 

 “The Masons don’t know anything about you and it’s 
going to stay that way.","['Vernon', 'Uncle']"
96,"“Too right, you will,” said Uncle Vernon forcefully. 

 “The Masons don’t know anything about you and it’s 
going to stay that way. When dinner’s over, you take 
Mrs. Mason back to the lounge for coffee, Petunia, 
and I’ll bring the subject around to drills.","['Vernon', 'Petunia', 'Mason', 'Uncle']"
